Company,Licence Number,Licence Status,Surface Location,UWI,Field/Area Name,Pool/Deposit Name,"Final Total Depth, m",Last Volumetric Activity Date,"Last Annual Oil Prod, m³","Last Annual Gas Prod, 10³m³","Last Annual Water Prod, m³",,status,,SCVF or GM History,Well Deviation,Cement Top,Casing Failure History,Well Age,Suspended Well Status  Date,H2S,Land Use,Protection of Useable Water Aquifers,Proximity to Nearest Water Well,Well Accessibility,TVD (mKB),Well Operation type,TOTAL SCORE,,SCVF or GM History (4),Well Deviation (3),Cement Top (3),Casing Failure History (3),Well Age (3),Suspended Well Status  Date (3),H2S (4),Land Use (4),Protection of Useable Water Aquifers(3),Proximity to Nearest Water Well (2) ,Well Accessibility (3),TVD (mKB) (2),Well Operation type (3),total score
Dewpoint Resources Ltd. 0Z4K,244258,Issued,01-28-053-09W5,02/09-28-053-09W5/4,,,"2,102.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dewpoint Resources Ltd. 0Z4K,244258,Issued,01-28-053-09W5,02/09-28-053-09W5/5,WILDWOOD,PASK UND,"2,102.00",2006-01-01,0,0.9,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Drake Energy Ltd. 0TG7,253394,Amended,16-28-014-15W4,02/01-33-014-15W4/0,ALDERSON,UPPER MANNVILLE B5B,"1,040.00",2012-09-01,0,208.7,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Drake Energy Ltd. 0TG7,257374,Amended,08-27-014-15W4,00/08-27-014-15W4/0,,,985,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Drake Energy Ltd. 0TG7,257374,Amended,08-27-014-15W4,00/08-27-014-15W4/2,,,985,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Drake Energy Ltd. 0TG7,281381,Amended,02-27-014-15W4,00/04-27-014-15W4/0,ALDERSON,UPPER MANNVILLE J6J,"1,183.00",2010-03-01,5.5,73.8,12.5,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,311143,Issued,16-30-041-16W4,00/16-30-041-16W4/0,FORESTBURG,L MANN UND,"1,180.00",2004-09-01,0,47.8,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,311143,Issued,16-30-041-16W4,00/16-30-041-16W4/2,FORESTBURG,UPPER MANNVILLE CCC,"1,180.00",2006-02-01,0,553.6,174.4,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,311143,Issued,16-30-041-16W4,00/16-30-041-16W4/3,FORESTBURG,UPPER MANNVILLE AAA,"1,180.00",2013-05-01,0,265.5,7.6,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,313057,Suspension,13-32-042-16W4,00/13-32-042-16W4/0,FORESTBURG,LOWER MANNVILLE V,"1,137.00",2004-09-01,0,16,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,313057,Suspension,13-32-042-16W4,00/13-32-042-16W4/2,FORESTBURG,LOWER MANNVILLE Q,"1,137.00",2013-05-01,0,0,1.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,313057,Suspension,13-32-042-16W4,00/13-32-042-16W4/3,FORESTBURG,LOWER MANNVILLE JJ,"1,137.00",2011-05-01,5.6,15.3,59.6,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,313150,Issued,14-23-042-17W4,00/14-23-042-17W4/0,FORESTBURG,LOWER MANNVILLE EE,"1,180.00",2009-04-01,0,169.3,0.5,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,313150,Issued,14-23-042-17W4,00/14-23-042-17W4/2,FORESTBURG,UPPER MANNVILLE QQ,"1,180.00",2012-11-01,0,698.6,309.5,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Dreadnought Energy Inc. A5EM,313150,Issued,14-23-042-17W4,00/14-23-042-17W4/3,FORESTBURG,UPPER MANNVILLE QQ,"1,180.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Duel Energy Inc. A518,131894,Issued,04-18-107-10W6,00/04-18-107-10W6/0,RAINBOW SOUTH,KEG RIVER M,"2,014.00",2012-12-01,623.6,27.2,72.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Duel Energy Inc. A518,362078,Issued,08-16-034-16W4,02/08-16-034-16W4/0,,,"1,265.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Eastland Resources Ltd. A59L,414125,Issued,07-19-006-16W4,00/07-19-006-16W4/2,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Eastland Resources Ltd. A59L,414186,Issued,05-23-027-11W4,00/05-23-027-11W4/3,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Eastland Resources Ltd. A59L,458955,Issued,05-27-022-09W4,00/05-27-022-09W4/2,JENNER,L MANN UND,971,2014-01-01,44.8,0.2,201.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Emerald Bay Energy Inc. 0A7F,264072,Amended,06-15-110-03W6,00/06-15-110-03W6/0,,,177,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Emerald Bay Energy Inc. 0A7F,264072,Amended,06-15-110-03W6,00/06-15-110-03W6/2,,,175,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Emerald Bay Energy Inc. 0A7F,264114,Amended,16-22-110-03W6,00/16-22-110-03W6/0,,,203,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Emerald Bay Energy Inc. 0A7F,264114,Amended,16-22-110-03W6,00/16-22-110-03W6/2,,,203,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Enerhance Resources Inc. A25Y,86561,Issued,16-16-013-02W4,00/16-16-013-02W4/0,MEDICINE HAT,COMMINGLED MFP9501,535,1994-09-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,34930,Issued,02-07-033-09W4,00/02-07-033-09W4/0,PROVOST,COMMINGLED MFP9515,908.9,2012-11-01,0,129.3,1.6,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,55978,Suspension,10-05-033-09W4,00/10-05-033-09W4/0,,,916.8,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,55978,Suspension,10-05-033-09W4,00/10-05-033-09W4/2,PROVOST,BASAL BELLY RIVER B,916.8,1999-02-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,55978,Suspension,10-05-033-09W4,00/10-05-033-09W4/3,,,916.8,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,91986,Issued,08-02-028-12W4,00/08-02-028-12W4/0,STANMORE,UPPER MANNVILLE V,"1,095.00",1986-01-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,91986,Issued,08-02-028-12W4,00/08-02-028-12W4/2,,,"1,095.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,91986,Issued,08-02-028-12W4,00/08-02-028-12W4/3,,,"1,095.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,142526,Suspension,11-24-019-18W4,00/06-24-019-18W4/0,LECKIE,UPPER MANNVILLE C,"1,255.00",2002-12-01,143.9,40.8,39.5,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,228741,Amended,07-04-037-09W4,00/07-04-037-09W4/0,PROVOST,COMMINGLED MFP9515,897.7,2013-06-01,0,115.9,6,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,231807,Suspension,04-20-033-09W4,03/04-20-033-09W4/0,,,365,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,231807,Suspension,04-20-033-09W4,03/04-20-033-09W4/2,,,365,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,234233,Suspension,03-01-033-10W4,00/03-01-033-10W4/0,,,331,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,237788,Amended,06-08-033-09W4,00/06-08-033-09W4/0,PROVOST,BASAL BELLY RIVER AA,404,2012-11-01,0,399.5,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,250122,Issued,09-05-033-09W4,00/09-05-033-09W4/0,PROVOST,BASAL BELLY RIVER B,360,2009-06-01,0,17.3,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,261060,Suspension,10-05-033-09W4,02/10-05-033-09W4/0,,,360,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,261060,Suspension,10-05-033-09W4,02/10-05-033-09W4/2,PROVOST,BR UND,360,2010-11-01,0,7,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,261275,Suspension,08-02-033-09W4,02/08-02-033-09W4/0,PROVOST,BELLY RIVER GG,365,2005-06-01,0,74.7,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,268021,Suspension,14-04-033-09W4,00/14-04-033-09W4/0,,,370,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,283064,Suspension,01-17-037-08W4,00/01-17-037-08W4/0,,,"1,055.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,315327,Amended,09-26-035-04W4,00/16-26-035-04W4/0,PROVOST,COMMINGLED MFP9515,"1,115.00",2013-09-01,0,126.5,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,330011,Suspension,07-24-032-10W4,00/07-24-032-10W4/0,PROVOST,VIKING U6U,"1,195.00",2012-05-01,1.7,472.3,13.3,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,330521,Issued,13-05-033-09W4,00/13-05-033-09W4/0,PROVOST,COMMINGLED MFP9515,930,2012-11-01,10.9,556,42.7,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,342419,Amended,10-24-033-10W4,00/10-24-033-10W4/0,PROVOST,GLAUCONITIC QQQ,"1,097.00",2007-03-01,57.7,"6,985.30","2,114.60",,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,342419,Amended,10-24-033-10W4,00/10-24-033-10W4/2,,,"1,097.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,342419,Amended,10-24-033-10W4,00/10-24-033-10W4/3,PROVOST,COMMINGLED MFP9515,"1,097.00",2012-11-01,0,237.2,38.8,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,342851,Amended,08-25-032-10W4,00/08-25-032-10W4/0,PROVOST,VIKING O6O,"1,096.00",2011-10-01,0,32.9,2.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,380681,Issued,07-19-032-09W4,02/07-19-032-09W4/0,PROVOST,BR UND,184,2012-11-01,0,103.4,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,405232,Issued,05-29-027-12W4,00/05-29-027-12W4/0,BERRY,UPPER MANNVILLE ZZZ,"1,140.00",2013-09-01,0,638,5.6,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,413965,Issued,07-01-033-10W4,00/07-01-033-10W4/0,,,"1,102.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,413965,Issued,07-01-033-10W4,00/07-01-033-10W4/2,PROVOST,COMMINGLED MFP9515,"1,102.00",2012-11-01,0,517.5,3.4,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fairwest Energy Corporation A1KF,441401,Issued,14-03-028-12W4,02/16-03-028-12W4/0,STANMORE,UPPER MANNVILLE P,"1,808.00",2012-11-01,40.6,19.8,99.9,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,43040,Suspension,02-27-034-10W4,00/02-27-034-10W4/0,PROVOST,COMMINGLED MFP9515,917.4,1981-02-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,43040,Suspension,02-27-034-10W4,00/02-27-034-10W4/2,PROVOST,COMMINGLED MFP9515,917.4,2012-03-01,0,196.6,14.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,79400,Suspension,07-27-034-11W4,00/07-27-034-11W4/0,PROVOST,COMMINGLED MFP9515,"1,163.90",1985-11-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,79400,Suspension,07-27-034-11W4,00/07-27-034-11W4/2,PROVOST,COMMINGLED MFP9515,"1,163.90",2017-02-01,104.8,27.6,310.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,87949,Suspension,01-35-035-07W5,00/01-35-035-07W5/0,,,"3,085.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,87949,Suspension,01-35-035-07W5,00/01-35-035-07W5/2,CAROLINE,COMMINGLED POOL 003,"3,085.00",2014-06-01,52.1,1.3,3.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,87949,Suspension,01-35-035-07W5,00/01-35-035-07W5/3,,,"3,085.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,200879,Issued,15-28-034-13W4,00/15-28-034-13W4/0,SULLIVAN LAKE,COMMINGLED POOL 003,"1,183.00",2016-10-01,0,58.2,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,207828,Suspension,16-01-040-09W4,00/16-01-040-09W4/0,PROVOST,GLAUCONITIC YYY,977,1998-02-01,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,207828,Suspension,16-01-040-09W4,00/16-01-040-09W4/2,PROVOST,BELLY RIVER PP,977,2006-07-01,0,"1,567.40","10,287.00",,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,226606,Suspension,02-28-034-10W4,02/02-28-034-10W4/0,,,"1,105.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,250326,Suspension,07-26-034-08W4,00/07-26-034-08W4/2,PROVOST,REX FF,"1,070.00",2007-12-01,0,339.9,85.1,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,322025,Suspension,05-23-031-05W4,00/05-23-031-05W4/0,SEDALIA,UPPER MANNVILLE H,919,2009-09-01,0,67.5,4.4,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,348570,Issued,15-21-046-13W4,00/15-21-046-13W4/0,BRUCE,VIK SS UND,900,2018-06-01,0,205.4,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,365108,Suspension,13-23-034-10W4,00/13-23-034-10W4/0,,,"1,091.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,365108,Suspension,13-23-034-10W4,00/13-23-034-10W4/2,,,"1,091.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,368590,Amended,14-31-046-17W4,00/14-31-046-17W4/0,,,"1,067.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,374640,Issued,08-32-044-27W4,00/08-32-044-27W4/0,FERRYBANK,GLAUCONITIC T,"1,602.00",2017-04-01,0.3,"1,334.20",390.2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,394157,Suspension,14-10-040-02W4,02/16-10-040-02W4/0,PROVOST,DINA RR,"1,437.00",2016-08-01,290,2.9,"20,313.10",,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,399739,Suspension,14-10-040-02W4,03/16-10-040-02W4/0,PROVOST,DINA RR,"1,386.00",2016-08-01,69.8,1.4,"9,358.80",,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,399772,Suspension,14-10-040-02W4,04/16-10-040-02W4/0,PROVOST,DINA RR,"1,470.00",2017-05-01,18.2,0,"2,420.40",,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Forent Energy Ltd. 0YE6,414336,Suspension,16-20-031-12W4,02/16-20-031-12W4/0,RICHDALE,UPPER MANNVILLE XXX,"1,144.00",2018-07-01,0,150.9,2.3,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Fortaleza Energy Inc. A2JL,403780,Issued,04-30-055-18W5,02/04-30-055-18W5/0,,,"2,670.50",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Frontier Energy Inc. A06H,128022,Issued,06-11-028-01W4,00/06-11-028-01W4/0,ALSASK,BAKKEN A,950,2014-11-01,2.3,0,15.1,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Frontier Energy Inc. A06H,128022,Issued,06-11-028-01W4,00/06-11-028-01W4/2,ALSASK,LOWER MANNVILLE A,950,2011-07-01,182.1,0,244.3,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Frontier Producing, Inc. 0B65",29430,Issued,04-10-063-15W5,00/04-10-063-15W5/0,,,"2,985.50",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
